trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.5, 'e': 0.1572371663136276}",20,13,13.319954220079433,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.5, 'e': 0.1556726303679973}",20,8,22.18502189819653,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.1541236618151314}",30,12,29.715299119055608,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.15259010575688386}",30,12,-7.076497028337407,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
188,False,"{'a': 0.5, 'e': 0.15107180883637084}",30,12,20.632868946538558,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.14956861922263504}",20,0,-44.75127863120925,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
190,False,"{'a': 0.5, 'e': 0.14808038659546244}",35,21,24.12280216662034,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.14660696213035015}",35,22,-3.084719292052616,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.14514819848362373}",30,11,9.749489244184648,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.14370394977770293}",25,11,-28.76447575612151,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
194,False,"{'a': 0.5, 'e': 0.1422740715865136}",30,13,29.69936291113225,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.140858420921045}",25,15,18.84767583983386,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.13945685621505094}",25,5,-0.7685756754221886,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.13806923731089282}",25,1,-64.45058380654933,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 2}",1
198,False,"{'a': 0.5, 'e': 0.13669542544552385}",30,19,17.758210043246116,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.1353352832366127}",30,12,14.402251796870988,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.13398867466880493}",25,0,37.00491829392968,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
201,False,"{'a': 0.5, 'e': 0.13265546508012172}",30,16,-18.428443667066972,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
202,False,"{'a': 0.5, 'e': 0.13133552114849303}",25,4,12.855499712535211,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.1300287108784259}",30,1,45.003640629331926,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.12873490358780423}",20,0,-8.012959844519555,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
205,False,"{'a': 0.5, 'e': 0.12745396989482075}",25,0,-97.91628699822178,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 3}",0
206,False,"{'a': 0.5, 'e': 0.12618578170503877}",20,0,-18.869305919206976,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
207,False,"{'a': 0.5, 'e': 0.12493021219858241}",20,0,24.933562345407957,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
208,False,"{'a': 0.5, 'e': 0.12368713581745483}",20,9,21.055966699257034,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.1224564282529819}",25,15,6.02125589832605,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.12123796643338168}",20,8,8.591683294172906,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.12003162851145673}",30,2,0.41611431291876655,"{0: 26, 1: 0, 2: 0, 3: 2, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.11883729385240965}",20,8,-20.104870324809884,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
213,False,"{'a': 0.5, 'e': 0.11765484302177918}",30,8,1.6773651820815834,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.11648415777349697}",20,0,28.153564535139058,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
215,False,"{'a': 0.5, 'e': 0.11532512103806251}",25,11,-19.429221431330205,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
216,False,"{'a': 0.5, 'e': 0.1141776169108365}",35,7,47.73336768675039,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.11304153064044985}",25,18,14.282050719306564,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.11191674861732888}",25,11,0.4258460116870131,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.11080315836233387}",30,18,8.485748994393488,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.10970064851551141}",30,15,18.39661123462463,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.10860910882495796}",20,0,5.81466867556301,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
222,False,"{'a': 0.5, 'e': 0.10752843013579495}",30,7,-1.7414532968916618,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
223,False,"{'a': 0.5, 'e': 0.1064585043792528}",25,3,-10.1082356486502,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
224,False,"{'a': 0.5, 'e': 0.10539922456186433}",30,17,20.030514975364735,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.104350484754765}",20,0,-17.311774385107043,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
226,False,"{'a': 0.5, 'e': 0.1033121800831002}",25,0,27.099952922043574,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
227,False,"{'a': 0.5, 'e': 0.10228420671553744}",35,11,15.909265148021825,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.1012664618538834}",30,0,34.81312641734997,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
229,False,"{'a': 0.5, 'e': 0.1002588437228037}",30,16,22.1319748241694,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.09926125155964566}",25,12,28.168843553801683,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,18,15.05925881099238,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,16,9.303948506498283,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,12,13.661181360953963,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",30,4,46.70927045216883,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,4,19.453792114414597,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,11,16.357172334147766,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,3,14.674475398018531,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,9,-20.88356883170539,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
9,True,"{'a': 0, 'e': 0}",25,16,17.366203449734435,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,13,20.14809556618477,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
