trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
226,False,"{'a': 0.8, 'e': 0.1033121800831002}",25,7,22.041856534764328,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.8, 'e': 0.10228420671553744}",25,0,32.583212945625775,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
228,False,"{'a': 0.8, 'e': 0.1012664618538834}",20,15,11.34801625845666,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.8, 'e': 0.1002588437228037}",30,20,-25.726446217872436,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
230,False,"{'a': 0.8, 'e': 0.09926125155964566}",20,8,20.24128215969404,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.8, 'e': 0.09827358560436154}",20,3,19.839416673204187,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.8, 'e': 0.09729574708953276}",25,7,29.697770662088967,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.8, 'e': 0.09632763823049303}",30,16,-5.328490541378934,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
234,False,"{'a': 0.8, 'e': 0.09536916221554961}",20,16,7.040063314923849,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.8, 'e': 0.09442022319630235}",20,0,29.78110577893282,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
236,False,"{'a': 0.8, 'e': 0.09348072627805847}",20,5,20.457000033781807,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.8, 'e': 0.09255057751034329}",25,0,1.2402045518996363,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
238,False,"{'a': 0.8, 'e': 0.09162968387750484}",20,0,16.63342642494326,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
239,False,"{'a': 0.8, 'e': 0.09071795328941251}",25,11,-18.091279708144317,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
240,False,"{'a': 0.8, 'e': 0.08981529457224763}",30,0,-11.74120826495535,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
241,False,"{'a': 0.8, 'e': 0.08892161745938634}",20,0,-12.280129246359397,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
242,False,"{'a': 0.8, 'e': 0.08803683258237255}",25,13,-20.31120617801762,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
243,False,"{'a': 0.8, 'e': 0.0871608514619813}",20,7,-11.406636001611927,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
244,False,"{'a': 0.8, 'e': 0.0862935864993705}",20,9,17.793028507328756,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.8, 'e': 0.08543495096732123}",25,16,16.105655821055233,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.8, 'e': 0.08458485900156469}",25,5,37.76621729167975,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.8, 'e': 0.08374322559219596}",20,4,-15.86768194788882,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
248,False,"{'a': 0.8, 'e': 0.08290996657517266}",20,0,25.23416981451981,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
249,False,"{'a': 0.8, 'e': 0.0820849986238988}",30,15,26.16318123459441,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.8, 'e': 0.08126823924089167}",30,14,30.936848214473116,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.8, 'e': 0.08045960674953244}",30,0,23.30767251873288,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
252,False,"{'a': 0.8, 'e': 0.07965902028589801}",20,2,30.026705258984205,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.8, 'e': 0.07886639979067495}",20,6,-12.120246674095343,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
254,False,"{'a': 0.8, 'e': 0.07808166600115313}",20,9,22.25395130771428,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.8, 'e': 0.07730474044329974}",25,16,15.177930346180016,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.8, 'e': 0.07653554542391151}",25,5,-5.778879700689705,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
257,False,"{'a': 0.8, 'e': 0.07577400402284548}",25,8,24.734218528721975,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.8, 'e': 0.07502004008532698}",20,0,21.40991473275825,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.8, 'e': 0.07427357821433388}",20,11,8.71619502364939,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.8, 'e': 0.0735345437630571}",20,3,33.01468934444016,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.8, 'e': 0.07280286282743559}",25,7,-9.71383223605114,"{0: 16, 1: 0, 2: 0, 3: 2, 4: 0}",1
262,False,"{'a': 0.8, 'e': 0.0720784622387661}",25,17,14.438662014424686,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.8, 'e': 0.07136126955638605}",20,0,20.84670218602858,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
264,False,"{'a': 0.8, 'e': 0.0706512130604296}",20,0,32.05540107260266,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
265,False,"{'a': 0.8, 'e': 0.06994822174465536}",20,8,21.902467475568137,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.8, 'e': 0.069252225309346}",25,10,26.089243522897412,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.8, 'e': 0.06856315415427791}",25,2,35.47226510936327,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.8, 'e': 0.06788093937176144}",25,5,22.190979127900967,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
269,False,"{'a': 0.8, 'e': 0.06720551273974976}",30,6,41.72837166532772,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.8, 'e': 0.06653680671501686}",30,9,33.142366194597535,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.8, 'e': 0.06587475442640295}",25,8,-11.344649281568776,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
272,False,"{'a': 0.8, 'e': 0.06521928966812753}",20,6,-5.676788902958156,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
273,False,"{'a': 0.8, 'e': 0.06457034689316847}",20,0,-35.20385364678477,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
274,False,"{'a': 0.8, 'e': 0.06392786120670757}",30,6,27.16553612007108,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
275,False,"{'a': 0.8, 'e': 0.0632917683596407}",25,13,21.36512325956638,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.8, 'e': 0.06266200474215315}",20,8,29.29770751113546,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.8, 'e': 0.06203850737735829}",25,11,27.202902862813133,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.8, 'e': 0.06142121391500013}",20,0,24.177222066085506,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
279,False,"{'a': 0.8, 'e': 0.06081006262521795}",20,7,-10.34962223897816,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
280,False,"{'a': 0.8, 'e': 0.06020499239237354}",25,1,15.179506359239086,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
281,False,"{'a': 0.8, 'e': 0.05960594270893937}",20,2,15.924432026136545,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
282,False,"{'a': 0.8, 'e': 0.05901285366944784}",30,12,30.34781065202234,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.8, 'e': 0.05842566596450083}",20,16,9.958460756793318,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.8, 'e': 0.057844320874838456}",30,14,32.462969583631114,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.8, 'e': 0.05726876026546736}",30,2,47.37394307767671,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.8, 'e': 0.0566989265798469}",25,13,19.057293130596157,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.8, 'e': 0.056134762834133725}",30,12,-1.6236737166859097,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
288,False,"{'a': 0.8, 'e': 0.05557621261148306}",20,10,-1.9624070618711373,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
289,False,"{'a': 0.8, 'e': 0.05502322005640723}",20,0,14.134801816909329,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
290,False,"{'a': 0.8, 'e': 0.05447572986918986}",20,0,19.895803376429505,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
