trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
45,False,"{'a': 0.3, 'e': 0.631283645506926}",25,0,-135.29397340385614,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
46,False,"{'a': 0.3, 'e': 0.6250022682827008}",25,1,-113.97971189034918,"{0: 17, 1: 0, 2: 4, 3: 1, 4: 2}",1
47,False,"{'a': 0.3, 'e': 0.6187833918061408}",20,0,-25.993799306127173,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
48,False,"{'a': 0.3, 'e': 0.6126263941844161}",20,0,-98.7061152147323,"{0: 10, 1: 2, 2: 6, 3: 2, 4: 0}",0
49,False,"{'a': 0.3, 'e': 0.6065306597126334}",30,0,19.770185724502777,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
50,False,"{'a': 0.3, 'e': 0.6004955788122659}",25,0,-63.22617203722016,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
51,False,"{'a': 0.3, 'e': 0.5945205479701944}",25,0,-85.47996820328,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
52,False,"{'a': 0.3, 'e': 0.5886049696783552}",25,0,-64.89519379672993,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
53,False,"{'a': 0.3, 'e': 0.5827482523739896}",25,0,-147.09460049303922,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 3}",0
54,False,"{'a': 0.3, 'e': 0.5769498103804866}",20,0,-20.904783627636068,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
55,False,"{'a': 0.3, 'e': 0.5712090638488149}",20,0,-101.64412772404832,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
56,False,"{'a': 0.3, 'e': 0.5655254386995371}",25,0,16.987151397067965,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
57,False,"{'a': 0.3, 'e': 0.559898366565402}",20,0,-48.447235983248845,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
58,False,"{'a': 0.3, 'e': 0.5543272847345071}",20,0,-171.17114794596006,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
59,False,"{'a': 0.3, 'e': 0.5488116360940265}",30,0,-44.517470773919406,"{0: 23, 1: 3, 2: 2, 3: 2, 4: 0}",0
60,False,"{'a': 0.3, 'e': 0.5433508690744998}",25,15,7.878197049007813,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
61,False,"{'a': 0.3, 'e': 0.5379444375946745}",25,0,-66.60246110234525,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
62,False,"{'a': 0.3, 'e': 0.5325918010068972}",25,0,-58.07261670825396,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
63,False,"{'a': 0.3, 'e': 0.5272924240430485}",20,0,-14.442604998241983,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
64,False,"{'a': 0.3, 'e': 0.522045776761016}",20,0,-71.99894678438255,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
65,False,"{'a': 0.3, 'e': 0.5168513344916992}",25,0,10.65719910768126,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
66,False,"{'a': 0.3, 'e': 0.5117085777865424}",20,9,-15.196800303794824,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
67,False,"{'a': 0.3, 'e': 0.5066169923655895}",30,0,-69.1680346041557,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
68,False,"{'a': 0.3, 'e': 0.5015760690660555}",20,9,17.179214238289443,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,False,"{'a': 0.3, 'e': 0.49658530379140947}",20,0,-33.25274004559898,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
70,False,"{'a': 0.3, 'e': 0.4916441974609651}",20,0,-19.879365525105833,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
71,False,"{'a': 0.3, 'e': 0.4867522559599717}",20,10,9.79389219543581,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
72,False,"{'a': 0.3, 'e': 0.48190899009020244}",20,0,-3.6319604381562702,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
73,False,"{'a': 0.3, 'e': 0.4771139155210344}",25,0,-31.646498901279497,"{0: 20, 1: 2, 2: 1, 3: 2, 4: 0}",0
74,False,"{'a': 0.3, 'e': 0.4723665527410147}",30,0,35.589772721450736,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
75,False,"{'a': 0.3, 'e': 0.46766642700990924}",25,13,-28.104651266223335,"{0: 10, 1: 0, 2: 0, 3: 2, 4: 0}",1
76,False,"{'a': 0.3, 'e': 0.46301306831122807}",20,0,-50.42073805130048,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
77,False,"{'a': 0.3, 'e': 0.4584060113052235}",35,0,-44.24364945280708,"{0: 31, 1: 1, 2: 1, 3: 0, 4: 2}",0
78,False,"{'a': 0.3, 'e': 0.45384479528235583}",25,0,-76.36884565088697,"{0: 16, 1: 5, 2: 3, 3: 0, 4: 1}",0
79,False,"{'a': 0.3, 'e': 0.44932896411722156}",25,0,-185.68605623703874,"{0: 14, 1: 1, 2: 6, 3: 1, 4: 3}",0
80,False,"{'a': 0.3, 'e': 0.4448580662229411}",20,0,-17.896443338479912,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
81,False,"{'a': 0.3, 'e': 0.44043165450599925}",30,3,2.031269517448032,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 0}",1
82,False,"{'a': 0.3, 'e': 0.43604928632153556}",30,0,-152.76409104450477,"{0: 22, 1: 0, 2: 4, 3: 1, 4: 3}",0
83,False,"{'a': 0.3, 'e': 0.43171052342907973}",20,0,15.948264400919532,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
84,False,"{'a': 0.3, 'e': 0.4274149319487267}",20,0,-24.618790197086252,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
85,False,"{'a': 0.3, 'e': 0.4231620823177488}",20,8,10.31199830173576,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
86,False,"{'a': 0.3, 'e': 0.418951549247639}",35,0,-155.9003783031881,"{0: 27, 1: 2, 2: 2, 3: 0, 4: 4}",0
87,False,"{'a': 0.3, 'e': 0.4147829116815814}",30,2,1.6603670744789607,"{0: 25, 1: 1, 2: 1, 3: 1, 4: 0}",1
88,False,"{'a': 0.3, 'e': 0.4106557527523455}",25,14,9.810647190052789,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
89,False,"{'a': 0.3, 'e': 0.4065696597405991}",20,3,3.5436540502995797,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
90,False,"{'a': 0.3, 'e': 0.40252422403363597}",20,0,-26.50251439018531,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
91,False,"{'a': 0.3, 'e': 0.39851904108451414}",25,0,-24.74070555721755,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
92,False,"{'a': 0.3, 'e': 0.3945537103716011}",20,6,22.089005744102433,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.3, 'e': 0.3906278353585211}",25,0,-36.53351389720507,"{0: 20, 1: 0, 2: 3, 3: 2, 4: 0}",0
94,False,"{'a': 0.3, 'e': 0.3867410234545012}",30,22,-0.2137353891190268,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
95,False,"{'a': 0.3, 'e': 0.38289288597511206}",25,15,-50.999558710129044,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
96,False,"{'a': 0.3, 'e': 0.37908303810339883}",25,5,-40.992842249329044,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",1
97,False,"{'a': 0.3, 'e': 0.37531109885139957}",25,0,-48.53583660440569,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
98,False,"{'a': 0.3, 'e': 0.3715766910220457}",20,13,3.0433783469195297,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.3, 'e': 0.36787944117144233}",30,4,-77.60443214525168,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 2}",1
100,False,"{'a': 0.3, 'e': 0.3642189795715233}",20,10,14.796391244677233,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.3, 'e': 0.3605949401730783}",25,14,-19.066951795156292,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
102,False,"{'a': 0.3, 'e': 0.3570069605691474}",20,7,10.651071173178915,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
103,False,"{'a': 0.3, 'e': 0.35345468195878016}",20,1,5.249712876993027,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
104,False,"{'a': 0.3, 'e': 0.3499377491111553}",35,0,-91.35060691876664,"{0: 28, 1: 2, 2: 2, 3: 1, 4: 2}",0
105,False,"{'a': 0.3, 'e': 0.3464558103300574}",20,0,2.9608242824005777,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
106,False,"{'a': 0.3, 'e': 0.34300851741870664}",35,15,-14.605310835100951,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
107,False,"{'a': 0.3, 'e': 0.3395955256449391}",20,0,-35.00690645826144,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
108,False,"{'a': 0.3, 'e': 0.3362164937067333}",20,0,-22.596161088083456,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
109,False,"{'a': 0.3, 'e': 0.33287108369807955}",20,10,7.244207104533801,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
110,False,"{'a': 0.3, 'e': 0.32955896107518906}",20,10,10.904997992737865,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.3, 'e': 0.32627979462303947}",25,0,-81.19636793621171,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
112,False,"{'a': 0.3, 'e': 0.3230332564222529}",25,14,17.373123021661502,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.3, 'e': 0.31981902181630384}",30,8,-63.09362057882606,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 2}",1
114,False,"{'a': 0.3, 'e': 0.31663676937905316}",25,2,-27.34838862628431,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 1}",1
115,False,"{'a': 0.3, 'e': 0.3134861808826053}",20,8,20.100024644152548,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.3, 'e': 0.31036694126548503}",20,0,2.8046884261855305,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
117,False,"{'a': 0.3, 'e': 0.30727873860113125}",30,0,39.69396255587261,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
118,False,"{'a': 0.3, 'e': 0.3042212640667041}",20,0,-39.25198848916801,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
119,False,"{'a': 0.3, 'e': 0.30119421191220214}",20,0,-1.5152183567048716,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
120,False,"{'a': 0.3, 'e': 0.2981972794298874}",25,8,-13.508951206626403,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
121,False,"{'a': 0.3, 'e': 0.2952301669240142}",20,0,1.3671480271686824,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
122,False,"{'a': 0.3, 'e': 0.2922925776808594}",25,0,-8.659856820544608,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
123,False,"{'a': 0.3, 'e': 0.2893842179390506}",20,16,8.253584174462997,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.3, 'e': 0.2865047968601901}",30,0,-80.52861536362744,"{0: 23, 1: 3, 2: 2, 3: 0, 4: 2}",0
125,False,"{'a': 0.3, 'e': 0.2836540264997704}",20,10,-16.319933109283824,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
126,False,"{'a': 0.3, 'e': 0.2808316217783798}",20,0,-1.7610007642306016,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
127,False,"{'a': 0.3, 'e': 0.27803730045319414}",20,4,24.234648216136847,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.3, 'e': 0.27527078308975234}",25,15,13.364924880177577,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.3, 'e': 0.2725317930340126}",20,0,-23.721173584656558,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
130,False,"{'a': 0.3, 'e': 0.2698200563846868}",20,0,-14.338638896649387,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
131,False,"{'a': 0.3, 'e': 0.26713530196585034}",25,18,10.9843741796963,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.3, 'e': 0.26447726129982396}",20,0,-1.2185435868108898,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
133,False,"{'a': 0.3, 'e': 0.261845668580326}",25,0,-3.229946044481761,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
134,False,"{'a': 0.3, 'e': 0.2592402606458915}",25,0,-83.93079590801264,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 2}",0
135,False,"{'a': 0.3, 'e': 0.2566607769535559}",25,17,-9.313119436535988,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
136,False,"{'a': 0.3, 'e': 0.25410695955280027}",20,0,2.9688644585423667,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
137,False,"{'a': 0.3, 'e': 0.25157855305975646}",25,12,26.191868572069545,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.3, 'e': 0.24907530463166816}",25,13,-26.473599051224745,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
139,False,"{'a': 0.3, 'e': 0.24659696394160643}",20,1,-16.62494669684681,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
140,False,"{'a': 0.3, 'e': 0.2441432831534371}",25,0,11.62463681621198,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
141,False,"{'a': 0.3, 'e': 0.24171401689703645}",20,0,23.924754105022938,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
142,False,"{'a': 0.3, 'e': 0.23930892224375455}",25,0,3.969863897677377,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
143,False,"{'a': 0.3, 'e': 0.23692775868212176}",25,0,12.922859434443327,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
144,False,"{'a': 0.3, 'e': 0.23457028809379765}",25,15,-22.875822413048024,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
145,False,"{'a': 0.3, 'e': 0.23223627472975883}",25,13,9.930686118408032,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
146,False,"{'a': 0.3, 'e': 0.22992548518672384}",35,15,27.28899001324712,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.3, 'e': 0.22763768838381274}",20,12,4.160493231498541,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
148,False,"{'a': 0.3, 'e': 0.22537265553943872}",30,21,15.902870630810533,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.3, 'e': 0.22313016014842982}",35,13,-7.5150272692563425,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 0}",1
150,False,"{'a': 0.3, 'e': 0.2209099779593782}",20,10,15.896643892668699,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.3, 'e': 0.21871188695221475}",20,0,30.233468124874115,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
152,False,"{'a': 0.3, 'e': 0.21653566731600707}",20,0,-6.359525665362927,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
153,False,"{'a': 0.3, 'e': 0.21438110142697794}",20,0,19.830452512143303,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
154,False,"{'a': 0.3, 'e': 0.21224797382674304}",30,0,-7.90220329529382,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
155,False,"{'a': 0.3, 'e': 0.21013607120076472}",25,15,-4.280129884582545,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
156,False,"{'a': 0.3, 'e': 0.20804518235702046}",25,16,-4.717307918661398,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
157,False,"{'a': 0.3, 'e': 0.20597509820488344}",35,12,32.36971456637144,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.3, 'e': 0.20392561173421342}",25,18,12.595493781854502,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.3, 'e': 0.20189651799465538}",20,11,5.1236421398402054,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
160,False,"{'a': 0.3, 'e': 0.1998876140751445}",30,22,18.784019288632933,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.3, 'e': 0.19789869908361465}",20,0,-46.00040276895715,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
162,False,"{'a': 0.3, 'e': 0.19592957412690934}",25,3,-11.914126990525823,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
163,False,"{'a': 0.3, 'e': 0.19398004229089189}",20,13,14.075031966403976,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.3, 'e': 0.19204990862075408}",25,2,-45.17528060747116,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 1}",1
165,False,"{'a': 0.3, 'e': 0.1901389801015205}",25,7,33.206418347343806,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.3, 'e': 0.1882470656387468}",20,12,3.6517275282095545,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
167,False,"{'a': 0.3, 'e': 0.18637397603940997}",20,13,9.958834605357023,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.3, 'e': 0.18451952399298926}",20,2,19.34243307067386,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.3, 'e': 0.18268352405273466}",20,13,11.522351870031931,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.3, 'e': 0.1808657926171221}",25,14,2.3911249122879683,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
171,False,"{'a': 0.3, 'e': 0.17906614791149322}",25,17,3.6942520084142467,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
172,False,"{'a': 0.3, 'e': 0.17728440996987782}",20,0,7.6237154716176105,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
173,False,"{'a': 0.3, 'e': 0.17552040061699686}",30,18,6.011215137951829,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
174,False,"{'a': 0.3, 'e': 0.17377394345044514}",20,10,-44.9267483700608,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 1}",1
175,False,"{'a': 0.3, 'e': 0.17204486382305054}",25,10,5.314838757111443,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
176,False,"{'a': 0.3, 'e': 0.17033298882540943}",25,0,13.056294334807921,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",1
177,False,"{'a': 0.3, 'e': 0.1686381472685955}",20,0,-12.635775219101976,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
178,False,"{'a': 0.3, 'e': 0.1669601696670407}",20,6,25.786065583769727,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.3, 'e': 0.16529888822158653}",20,0,-9.98812888086269,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
180,False,"{'a': 0.3, 'e': 0.16365413680270405}",30,18,17.11405967377815,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.3, 'e': 0.16202575093388075}",25,8,29.2672596087748,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.3, 'e': 0.16041356777517274}",35,0,-10.056430361975027,"{0: 31, 1: 1, 2: 1, 3: 2, 4: 0}",0
183,False,"{'a': 0.3, 'e': 0.15881742610692068}",25,19,9.319150499133745,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.3, 'e': 0.1572371663136276}",30,0,-47.62805947694861,"{0: 25, 1: 2, 2: 1, 3: 1, 4: 1}",0
